symbol,dt_close,close,volume
AAPL,2022-11-21 21:00:00,146.9997,58912008
AAPL,2022-11-22 21:00:00,149.1549,52131116
AAPL,2022-11-23 21:00:00,150.0388,58702636
AAPL,2022-11-25 21:00:00,147.099,35452472
AAPL,2022-11-28 21:00:00,143.2356,69542496
AAPL,2022-11-29 21:00:00,140.2064,78668880
AAPL,2022-11-30 21:00:00,147.0196,112505304
AAPL,2022-12-01 21:00:00,147.2977,71696312
AAPL,2022-12-02 21:00:00,146.8011,66037448
AAPL,2022-12-05 21:00:00,145.6291,69328664
AAPL,2022-12-06 21:00:00,141.9345,65162460
AAPL,2022-12-07 21:00:00,139.978,70173056
AAPL,2022-12-08 21:00:00,141.6763,62490164
AAPL,2022-12-09 21:00:00,141.1896,76621408
AAPL,2022-12-12 21:00:00,143.5037,70947336
AAPL,2022-12-13 21:00:00,144.4771,94621792
AAPL,2022-12-14 21:00:00,142.2325,83032816
AAPL,2022-12-15 21:00:00,135.5683,99824008
AAPL,2022-12-16 21:00:00,133.5919,161265872
AAPL,2022-12-19 21:00:00,131.4665,79809016
AAPL,2022-12-20 21:00:00,131.3969,78193488
AAPL,2022-12-21 21:00:00,134.5254,86632320
AAPL,2022-12-22 21:00:00,131.3274,78438144
AAPL,2022-12-23 21:00:00,130.96,64234744
AAPL,2022-12-27 21:00:00,129.1424,69885824
AAPL,2022-12-28 21:00:00,125.1797,86013384
AAPL,2022-12-29 21:00:00,128.7253,76089800
AAPL,2022-12-30 21:00:00,129.0431,77526400
AAPL,2023-01-03 21:00:00,124.2163,112812064
AAPL,2023-01-04 21:00:00,125.4975,89404424
AAPL,2023-01-05 21:00:00,124.1666,78737144
AAPL,2023-01-06 21:00:00,128.7352,88183448
AAPL,2023-01-09 21:00:00,129.2616,71248568
AAPL,2023-01-10 21:00:00,129.8377,64290616
AAPL,2023-01-11 21:00:00,132.5788,69931912
AAPL,2023-01-12 21:00:00,132.4994,71844800
AAPL,2023-01-13 21:00:00,133.8402,58171976
AAPL,2023-01-17 21:00:00,135.0121,22194352
AAPL,2023-01-18 21:00:00,134.2871,30634248
AAPL,2023-01-19 21:00:00,134.3467,58669360
AAPL,2023-01-20 21:00:00,136.9289,80631096
AAPL,2023-01-23 21:00:00,140.1468,82517624
AAPL,2023-01-24 21:00:00,141.5571,66785168
AAPL,2023-01-25 21:00:00,140.8917,66187088
AAPL,2023-01-26 21:00:00,142.9774,54416736
AAPL,2023-01-27 21:00:00,144.9339,70999528
AAPL,2023-01-30 21:00:00,142.0239,64421112
AAPL,2023-01-31 21:00:00,143.3051,66284936
AAPL,2023-02-01 21:00:00,144.4373,78059320
AAPL,2023-02-02 21:00:00,149.7905,118778656
AAPL,2023-02-03 21:00:00,153.4454,155379232
AAPL,2023-02-06 21:00:00,150.6943,70251424
AAPL,2023-02-07 21:00:00,153.5944,83895200
AAPL,2023-02-08 21:00:00,150.883,64275216
AAPL,2023-02-09 21:00:00,149.8402,56348704
AAPL,2023-02-10 21:00:00,150.2082,57840808
AAPL,2023-02-13 21:00:00,153.0332,62488052
AAPL,2023-02-14 21:00:00,152.3866,61987772
AAPL,2023-02-15 21:00:00,154.5053,65973600
AAPL,2023-02-16 21:00:00,152.8939,68491840
AAPL,2023-02-17 21:00:00,151.7401,59491864
AAPL,2023-02-21 21:00:00,147.6917,65191404
AAPL,2023-02-22 21:00:00,148.1194,51346804
AAPL,2023-02-23 21:00:00,148.6068,48629068
AAPL,2023-02-24 21:00:00,145.9311,55736056
AAPL,2023-02-27 21:00:00,147.1346,45205248
AAPL,2023-02-28 21:00:00,146.6273,50762160
AAPL,2023-03-01 21:00:00,144.5385,55724064
AAPL,2023-03-02 21:00:00,145.1353,52926484
AAPL,2023-03-03 21:00:00,150.2281,71073120
AAPL,2023-03-06 21:00:00,153.0133,87955784
AAPL,2023-03-07 21:00:00,150.7951,56451868
AAPL,2023-03-08 21:00:00,152.0584,47414952
AAPL,2023-03-09 21:00:00,149.7905,54068732
AAPL,2023-03-10 21:00:00,147.7116,68332904
AAPL,2023-03-13 20:00:00,149.6711,84084480
AAPL,2023-03-14 20:00:00,151.6356,72444536
AAPL,2023-03-15 20:00:00,152.1777,74162184
AAPL,2023-03-16 20:00:00,155.0225,74660432
AAPL,2023-03-17 20:00:00,154.177,99472768
AAPL,2023-03-20 20:00:00,156.5643,73099528
AAPL,2023-03-21 20:00:00,158.4343,73832640
AAPL,2023-03-22 20:00:00,156.992,69194104
AAPL,2023-03-23 20:00:00,158.0862,68173976
AAPL,2023-03-24 20:00:00,159.3992,57338308
AAPL,2023-03-27 20:00:00,157.3103,50495976
AAPL,2023-03-28 20:00:00,156.813,45533344
AAPL,2023-03-29 20:00:00,159.9164,49875224
AAPL,2023-03-30 20:00:00,161.498,46800936
AAPL,2023-03-31 20:00:00,164.0245,65227288
AAPL,2023-04-03 20:00:00,165.2131,54531296
AAPL,2023-04-04 20:00:00,164.7556,43642892
AAPL,2023-04-05 20:00:00,162.8905,51431176
AAPL,2023-04-06 20:00:00,163.7858,44487328
AAPL,2023-04-10 20:00:00,161.1697,46980824
AAPL,2023-04-11 20:00:00,159.9264,46090608
AAPL,2023-04-12 20:00:00,159.25,50400656
AAPL,2023-04-13 20:00:00,164.681,67117736
AAPL,2023-04-14 20:00:00,164.3328,47979936
AAPL,2023-04-17 20:00:00,164.3527,40722448
AAPL,2023-04-18 20:00:00,165.5861,48256716
AAPL,2023-04-19 20:00:00,166.74,47413192
AAPL,2023-04-20 20:00:00,165.7652,52257064
AAPL,2023-04-21 20:00:00,164.1438,56863536
AAPL,2023-04-24 20:00:00,164.4671,39154856
AAPL,2023-04-25 20:00:00,162.9005,47898652
AAPL,2023-04-26 20:00:00,162.8905,44190488
AAPL,2023-04-27 20:00:00,167.5158,63782368
AAPL,2023-04-28 20:00:00,168.7791,54086896
AAPL,2023-05-01 20:00:00,168.6896,49470424
AAPL,2023-05-02 20:00:00,167.6452,47969056
AAPL,2023-05-03 20:00:00,166.5609,58960936
AAPL,2023-05-04 20:00:00,164.9098,66415616
AAPL,2023-05-05 20:00:00,172.6485,112826160
AAPL,2023-05-08 20:00:00,172.5788,50996104
AAPL,2023-05-09 20:00:00,170.8908,45055096
AAPL,2023-05-10 20:00:00,172.6335,53423360
AAPL,2023-05-11 20:00:00,172.8275,49396236
AAPL,2023-05-12 20:00:00,171.8912,45280384
AAPL,2023-05-15 20:00:00,171.3932,37200172
AAPL,2023-05-16 20:00:00,171.3932,41855112
AAPL,2023-05-17 20:00:00,172.0107,57638232
AAPL,2023-05-18 20:00:00,174.3614,64984936
AAPL,2023-05-19 20:00:00,174.471,52298636
AAPL,2023-05-22 20:00:00,173.5745,43118824
AAPL,2023-05-23 20:00:00,170.8852,48338480
AAPL,2023-05-24 20:00:00,171.1641,42422632
AAPL,2023-05-25 20:00:00,172.3095,55884952
AAPL,2023-05-26 20:00:00,174.7399,55051520
AAPL,2023-05-30 20:00:00,176.6026,56184960
AAPL,2023-05-31 20:00:00,176.5528,100018712
AAPL,2023-06-01 20:00:00,179.3816,69173808
AAPL,2023-06-02 20:00:00,180.2382,62241680
AAPL,2023-06-05 20:00:00,178.8736,121227712
AAPL,2023-06-06 20:00:00,178.5051,63852256
AAPL,2023-06-07 20:00:00,177.1205,62189240
AAPL,2023-06-08 20:00:00,179.8597,50112696
AAPL,2023-06-09 20:00:00,180.2781,32546492
AAPL,2023-06-12 20:00:00,183.0671,53164384
AAPL,2023-06-13 20:00:00,182.5889,54075640
AAPL,2023-06-14 20:00:00,183.2264,55632728
AAPL,2023-06-15 20:00:00,185.2783,64618360
AAPL,2023-06-16 20:00:00,184.1926,88732848
AAPL,2023-06-20 20:00:00,184.2823,47710496
AAPL,2023-06-21 20:00:00,183.2364,48471700
AAPL,2023-06-22 20:00:00,186.2644,50640352
AAPL,2023-06-23 20:00:00,185.9457,51690272
AAPL,2023-06-26 20:00:00,184.5412,47228996
AAPL,2023-06-27 20:00:00,187.3203,49062888
AAPL,2023-06-28 20:00:00,188.5056,50126844
AAPL,2023-06-29 20:00:00,188.8442,44478156
AAPL,2023-06-30 20:00:00,193.207,81245616
AAPL,2023-07-03 20:00:00,191.703,31571102
AAPL,2023-07-05 20:00:00,190.5774,44606608
AAPL,2023-07-06 20:00:00,191.0555,44418692
AAPL,2023-07-07 20:00:00,189.93,46109704
AAPL,2023-07-10 20:00:00,187.8681,57908336
AAPL,2023-07-11 20:00:00,187.3402,46019528
AAPL,2023-07-12 20:00:00,189.1431,59578584
AAPL,2023-07-13 20:00:00,189.8104,40125292
AAPL,2023-07-14 20:00:00,189.9399,40409816
AAPL,2023-07-17 20:00:00,193.2269,49577616
AAPL,2023-07-18 20:00:00,192.8484,48383532
AAPL,2023-07-19 20:00:00,194.3326,77103088
AAPL,2023-07-20 20:00:00,192.3703,58776128
AAPL,2023-07-21 20:00:00,191.185,60218448
AAPL,2023-07-24 20:00:00,191.9918,44618440
AAPL,2023-07-25 20:00:00,192.8584,36798096
AAPL,2023-07-26 20:00:00,193.7349,45774628
AAPL,2023-07-27 20:00:00,192.46,46825168
AAPL,2023-07-28 20:00:00,195.0597,46431808
AAPL,2023-07-31 20:00:00,195.6773,38364280
AAPL,2023-08-01 20:00:00,194.8356,34653356
AAPL,2023-08-02 20:00:00,191.8225,46874960
AAPL,2023-08-03 20:00:00,190.418,50069984
AAPL,2023-08-04 20:00:00,181.2741,113674904
AAPL,2023-08-07 20:00:00,178.1465,95962192
AAPL,2023-08-08 20:00:00,179.0928,67657304
AAPL,2023-08-09 20:00:00,177.4891,57292332
AAPL,2023-08-10 20:00:00,177.27,52460300
AAPL,2023-08-11 20:00:00,177.3298,51830456
AAPL,2023-08-14 20:00:00,178.9955,43306088
AAPL,2023-08-15 20:00:00,176.9907,43215436
AAPL,2023-08-16 20:00:00,176.113,45246748
AAPL,2023-08-17 20:00:00,173.5496,60685584
AAPL,2023-08-18 20:00:00,174.0383,56721700
AAPL,2023-08-21 20:00:00,175.3848,44453560
AAPL,2023-08-22 20:00:00,176.7712,41260376
AAPL,2023-08-23 20:00:00,180.6512,50836640
AAPL,2023-08-24 20:00:00,175.9234,52745884
AAPL,2023-08-25 20:00:00,178.1477,48844916
AAPL,2023-08-28 20:00:00,179.7236,42240764
AAPL,2023-08-29 20:00:00,183.6434,51925644
AAPL,2023-08-30 20:00:00,187.1643,59961260
AAPL,2023-08-31 20:00:00,187.3837,54347936
AAPL,2023-09-01 20:00:00,188.9696,44698984
AAPL,2023-09-05 20:00:00,189.209,44616284
AAPL,2023-09-06 20:00:00,182.4365,80481880
AAPL,2023-09-07 20:00:00,177.1004,111341424
AAPL,2023-09-08 20:00:00,177.7188,65283592
AAPL,2023-09-11 20:00:00,178.8957,58288600
AAPL,2023-09-12 20:00:00,175.7539,89370624
AAPL,2023-09-13 20:00:00,173.7591,82147496
AAPL,2023-09-14 20:00:00,175.2851,60157608
AAPL,2023-09-15 20:00:00,174.547,102530832
AAPL,2023-09-18 20:00:00,177.5093,64870976
AAPL,2023-09-19 20:00:00,178.6065,51961440
AAPL,2023-09-20 20:00:00,175.0308,54999496
AAPL,2023-09-21 20:00:00,173.4798,61633932
AAPL,2023-09-22 20:00:00,174.3376,55942112
AAPL,2023-09-25 20:00:00,175.6242,45973816
AAPL,2023-09-26 20:00:00,171.5149,63827936
AAPL,2023-09-27 20:00:00,169.9888,65460912
AAPL,2023-09-28 20:00:00,170.2482,55510360
AAPL,2023-09-29 20:00:00,170.7668,50457376
AAPL,2023-10-02 20:00:00,173.3003,50324056
AAPL,2023-10-03 20:00:00,171.9537,48610628
AAPL,2023-10-04 20:00:00,173.2105,52021564
AAPL,2023-10-05 20:00:00,174.4573,48066704
AAPL,2023-10-06 20:00:00,177.0306,56053548
AAPL,2023-10-09 20:00:00,178.5267,42026032
AAPL,2023-10-10 20:00:00,177.9282,43519496
AAPL,2023-10-11 20:00:00,179.3346,46393976
AAPL,2023-10-12 20:00:00,180.2422,55626632
AAPL,2023-10-13 20:00:00,178.3871,50741344
AAPL,2023-10-16 20:00:00,178.2574,51725016
AAPL,2023-10-17 20:00:00,176.6915,57372092
AAPL,2023-10-18 20:00:00,175.3848,54232280
AAPL,2023-10-19 20:00:00,175.0058,57323228
AAPL,2023-10-20 20:00:00,172.4325,62179616
AAPL,2023-10-23 20:00:00,172.5522,55239696
AAPL,2023-10-24 20:00:00,172.9911,43143992
AAPL,2023-10-25 20:00:00,170.6422,56035256
AAPL,2023-10-26 20:00:00,166.468,68974416
AAPL,2023-10-27 20:00:00,167.7846,54894724
AAPL,2023-10-30 20:00:00,169.8492,49811688
AAPL,2023-10-31 20:00:00,170.328,42597180
AAPL,2023-11-01 20:00:00,173.5197,55294908
AAPL,2023-11-02 20:00:00,177.1104,65258208
AAPL,2023-11-03 20:00:00,176.1927,78886536
AAPL,2023-11-06 21:00:00,178.7661,63030616
AAPL,2023-11-07 21:00:00,181.3494,68634504
AAPL,2023-11-08 21:00:00,182.4166,48853544
AAPL,2023-11-09 21:00:00,181.9378,51798936
AAPL,2023-11-10 21:00:00,186.1624,63171568
AAPL,2023-11-13 21:00:00,184.5645,42794896
AAPL,2023-11-14 21:00:00,187.2011,59167000
AAPL,2023-11-15 21:00:00,187.7704,52968100
AAPL,2023-11-16 21:00:00,189.4682,53608792
AAPL,2023-11-17 21:00:00,189.4483,48699120
AAPL,2023-11-20 21:00:00,191.206,45867548
AAPL,2023-11-21 21:00:00,190.397,37771196
AAPL,2023-11-22 21:00:00,191.0662,38987880
AAPL,2023-11-24 21:00:00,189.7279,24131572
AAPL,2023-11-27 21:00:00,189.5481,40414324
AAPL,2023-11-28 21:00:00,190.1573,37483400
AAPL,2023-11-29 21:00:00,189.1287,37722984
AAPL,2023-11-30 21:00:00,189.668,46804792
AAPL,2023-12-01 21:00:00,190.9963,40791876
AAPL,2023-12-04 21:00:00,189.1886,43186812
AAPL,2023-12-05 21:00:00,193.1735,64571000
AAPL,2023-12-06 21:00:00,192.0749,40528936
AAPL,2023-12-07 21:00:00,194.0224,46069440
AAPL,2023-12-08 21:00:00,195.4606,50226692
AAPL,2023-12-11 21:00:00,192.9338,60421620
AAPL,2023-12-12 21:00:00,194.4619,48752616
AAPL,2023-12-13 21:00:00,197.7077,65745184
AAPL,2023-12-14 21:00:00,197.8575,64958024
AAPL,2023-12-15 21:00:00,197.3182,106987896
AAPL,2023-12-18 21:00:00,195.6404,54487068
AAPL,2023-12-19 21:00:00,196.689,39527020
AAPL,2023-12-20 21:00:00,194.5817,48622392
AAPL,2023-12-21 21:00:00,194.4319,43706192
AAPL,2023-12-22 21:00:00,193.3533,36715536
AAPL,2023-12-26 21:00:00,192.804,28705932
AAPL,2023-12-27 21:00:00,192.9438,47612272
AAPL,2023-12-28 21:00:00,193.3333,33735040
AAPL,2023-12-29 21:00:00,192.2846,40853052
AAPL,2024-01-02 21:00:00,185.4034,79062376
AAPL,2024-01-03 21:00:00,184.0152,54842496
AAPL,2024-01-04 21:00:00,181.7531,64779200
AAPL,2024-01-05 21:00:00,180.9491,61267204
AAPL,2024-01-08 21:00:00,185.3235,57627496
AAPL,2024-01-09 21:00:00,184.9041,42120864
AAPL,2024-01-10 21:00:00,185.9527,45562992
AAPL,2024-01-11 21:00:00,185.3535,48071868
AAPL,2024-01-12 21:00:00,185.6831,39714968
AAPL,2024-01-16 21:00:00,183.396,63378432
AAPL,2024-01-17 21:00:00,182.4472,46346556
AAPL,2024-01-18 21:00:00,188.3896,75867392
AAPL,2024-01-19 21:00:00,191.3159,66077240
AAPL,2024-01-22 21:00:00,193.6429,58540632
AAPL,2024-01-23 21:00:00,194.9313,41453672
AAPL,2024-01-24 21:00:00,194.2921,51495736
AAPL,2024-01-25 21:00:00,193.9225,54309064
AAPL,2024-01-26 21:00:00,191.9451,44119232
